Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Slave.Age,Slave.Gender,Slave.Name,Slave.Skin Color,Transaction.Date,Transaction.Number of Adult Slaves,Transaction.Number of Child Slaves,Transaction.Number of Total Slaves Purchased,Transaction.Sale Details.Discount Rate,Transaction.Sale Details.Payment Method,Transaction.Sale Details.Predicted Interest Rate,Transaction.Sale Details.Price,Transaction.Sale Details.Prices Listed
Assumption,John Mahoney,"Assumption, LA",LA,Richmond,John Jones Toler,"Richmond, VA",VA,13,F,Beckey,Negro,4/6/1861,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,Maggie McChesney,"New Orleans, LA",LA,Richmond ,Messrs. A. Wilson and Co. Unknown,"Richmond , GA",GA,43,F,Minda,Negro,3/20/1861,1,0,1,0.00602698,Cash,0.07477,600,1
New Orleans,Dominick Simonin,"New Orleans, LA",LA,New Orleans,John George Weber,"New Orleans, LA",LA,19,F,Mary Ellen Brown,Unknown,4/1/1861,1,0,1,0.005790818,Cash and Credit,0.07174632,1350,1
New Orleans,Francisco  Ybanez,"New Orleans, LA",LA,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,18,F,Yeresa Wood,Griff,4/5/1861,1,0,1,0.00602698,Cash,0.07477,1350,1
New Orleans,Smith & Bro. Unknown,"New Orleans, LA",LA,East Baton Rouge,Ackley Perkins,"East Baton Rouge, LA",LA,17,M,Henry,Negro,4/8/1861,1,0,1,0.00602698,Cash,0.07477,1100,1
New Orleans,Louis Foitin,"New Orleans, LA",LA,St. James,Arnaud Duplantier,"St. James, LA",LA,18,F,Joachine,Mulatto,4/8/1861,1,1,2,0.00587886,Cash and Credit,0.07287264,900,1
New Orleans,Thomas H. Barker,"New Orleans, LA",LA,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,22,M,Burrell,Griff,4/./1861,1,0,1,0.00602698,Cash,0.07477,1079.79,1
New Orleans,Felicite Caboche,"New Orleans, LA",LA,New Orleans,Martin  Moll,"New Orleans, LA",LA,29,F,Sarah,Negro,4/4/1861,1,2,3,0.00602698,Cash,0.07477,1525,1
New Orleans,Delphin Galmiche,"New Orleans, LA",LA,New Orleans,Alexandre Simonin,"New Orleans, LA",LA,25,M,Joe,Negro,4/6/1861,1,0,1,0.00583485,Cash and Credit,0.07230948,1200,1
New Orleans,Benjamin Myers,"New Orleans, LA",LA,Marion ,Sarah A. W. Eggers,"Marion , TX",TX,28,M,Jonas,Griff,4/13/1861,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,Robert Little ,"New Orleans, LA",LA,Henderson ,William O. Jordone,"Henderson , KY",KY,40,F,Maria,Negro,3/28/1861,1,0,1,0.00602698,Cash,0.07477,510.78,1
New Orleans,Francisco Sancho,"New Orleans, LA",LA,New Orleans,William Thomas Hepp,"New Orleans, LA",LA,49,M,Crawford,Negro,4/19/1861,1,0,1,0.006114795,Credit,0.07589632,450,1
New Orleans,Eugene  Hacker,"New Orleans, LA",LA,New Orleans,Charles Arthur Castillo,"New Orleans, LA",LA,21,F,Juliette,Negro,4/22/1861,1,2,3,0.005893525,Cash and Credit,0.07306036,1650,1
New Orleans,John D. Champlin,"New Orleans, LA",LA,Warrenton,Robert Hudgins,"Warrenton, VA",VA,22,F,Mary Ann,Negro,4/13/1861,1,1,2,0.00602698,Cash,0.07477,1100,1
New Orleans,John Gauche,"New Orleans, LA",LA,East Baton Rouge,Ackley Perkins,"East Baton Rouge, LA",LA,28,F,Martha Ann,Negro,4/22/1861,1,2,3,0.00602698,Cash,0.07477,1900,1
St. Mary,Joseph Olivier,"St. Mary, LA",LA,New Orleans,Coralie de Reggio,"New Orleans, LA",LA,26,M,Joseph,Negro,4/26/1861,1,0,1,0.00602698,Cash,0.07477,1400,1
New Orleans,Eulalie Fleitas,"New Orleans, LA",LA,Union ,George Beard Payne,"Union , KY",KY,18,F,Amanda,Negro,4/26/1861,1,0,1,0.00602698,Cash,0.07477,1100,1
Unknown,Michael James Brenan,"Unknown, Unknown",Unknown,Assumption,Edward Thomas Parker,"Assumption, LA",LA,37,F,Kitty,Negro,4/22/1861,2,0,2,0.00602698,Cash,0.07477,435,2
New Orleans,Christopher Connell,"New Orleans, LA",LA,New Orleans,Kirkpatrick and Co. Unknown,"New Orleans, LA",LA,18,F,Kit,Negro,4/29/1861,4,0,4,0.006202525,Credit,0.07702264,1350,4
Unknown,Maximilian Martin,"Unknown, Unknown",Unknown,Assumption,Edward Thomas Parker,"Assumption, LA",LA,28,M,Joe,Negro,4/27/1861,1,0,1,0.00602698,Cash,0.07477,900,1
Unknown,Charles H. D'aquin,"Unknown, Unknown",Unknown,New Orleans,"Arnaud, Adolphe, Arthur, Armantine, Cora, Maria Maurel","New Orleans, LA",LA,18,F,Adelaide,Creole,4/30/1861,1,0,1,0.005790818,Cash and Credit,0.07174632,1650,1
New Orleans,Arnaud Pitot Jr.,"New Orleans, LA",LA,New Orleans,"Arnaud, Adolphe, Arthur, Armantine, Cora, Maria Maurel","New Orleans, LA",LA,60,F,Maria,Unknown,5/1/1861,1,0,1,0.005790818,Cash and Credit,0.07174632,265,1
Unknown,Gabriel A. Maurel,"Unknown, Unknown",Unknown,New Orleans,"Arnaud, Adolphe, Arthur, Armantine, Cora, Maria Maurel","New Orleans, LA",LA,28,F,Josephine,Unknown,4/30/1861,1,1,2,0.005790818,Cash and Credit,0.07174632,1925,1
Unknown,Maria Maurel,"Unknown, Unknown",Unknown,New Orleans,"Arnaud, Adolphe, Arthur, Armantine, Cora, Maria Maurel","New Orleans, LA",LA,20,F,Marie Louise,Unknown,5/1/1861,1,0,1,0.005790818,Cash and Credit,0.07174632,1675,1
Unknown,Catherine Balgen,"Unknown, Unknown",Unknown,New Orleans,"Arnaud, Adolphe, Arthur, Armantine, Cora, Maria Maurel","New Orleans, LA",LA,16,M,Noel,Unknown,4/30/1861,1,0,1,0.005790818,Cash and Credit,0.07174632,1000,1
New Orleans,Louise Felicie Courminy ,"New Orleans, LA",LA,New Orleans,Louis Fortin,"New Orleans, LA",LA,23,F,Pauline,Griff,4/30/1861,3,0,3,0.00587886,Cash and Credit,0.07287264,1300,1
New Orleans,Emile Fortin,"New Orleans, LA",LA,New Orleans,Louis Fortin,"New Orleans, LA",LA,13,M,Francois,Griff,4/30/1861,1,0,1,0.00587886,Cash and Credit,0.07287264,900,1
New Orleans,Paul Blanc,"New Orleans, LA",LA,New Orleans,Louis Fortin,"New Orleans, LA",LA,25,F,Barbe,Mulatto,4/30/1861,1,0,1,0.00587886,Cash and Credit,0.07287264,1500,1
St. James,Arnaud Duplantier,"St. James, LA",LA,New Orleans,Louis Fortin,"New Orleans, LA",LA,10,M,Paul,Griff,4/30/1861,6,0,6,0.00587886,Cash and Credit,0.07287264,2550,1
New Orleans,Joachin Petit,"New Orleans, LA",LA,New Orleans,Thomas Petit,"New Orleans, LA",LA,41,F,Helene,Negro,5/4/1861,1,0,1,0.00602698,Cash,0.07477,800,1
New Orleans,Annie Nevitte,"New Orleans, LA",LA,New Orleans,Thomas B. Harris,"New Orleans, LA",LA,30,M,Dave,Negro,5/2/1861,1,0,1,0.00602698,Cash,0.07477,1210,1
New Orleans,Combs Marchesseau,"New Orleans, LA",LA,New Orleans,Jean Crusius,"New Orleans, LA",LA,41,M,Joe,Mulatto,3/9/1861,1,0,1,0.006202525,Credit,0.07702264,1300,1
New Orleans,Henry G. Gould,"New Orleans, LA",LA,New Orleans,Susan Ann Hoyt,"New Orleans, LA",LA,57,F,Polly,Negro,5/10/1861,1,0,1,0.005790818,Cash and Credit,0.07174632,250,1
New Orleans,George Frederick Sturm,"New Orleans, LA",LA,New Orleans,John S. Burke,"New Orleans, LA",LA,11,M,Wickliffe,Griff,3/19/1860,1,0,1,0.00602698,Cash,0.07477,950,1
St. Landry,Simon Bloch,"St. Landry, LA",LA,New Orleans,Abraham  Lehmann,"New Orleans, LA",LA,35,M,Preston,Negro,3/19/1860,1,0,1,0.00602698,Cash,0.07477,850,1
St. James,Aurore Trudeau,"St. James, LA",LA,New Orleans,Jones Walker and Co. Unknown,"New Orleans, LA",LA,26,M,William,Griff,3/20/1860,1,0,1,0.00602698,Cash,0.07477,2150,1
New Orleans,Jean Gazin,"New Orleans, LA",LA,Plaquemines,Jean Didier Gay,"Plaquemines, LA",LA,50,F,Molly,Negro,3/19/1860,1,0,1,0.005790818,Cash and Credit,0.07174632,300,1
New Orleans,Joseph Grillier,"New Orleans, LA",LA,Jefferson,"Josephine, Hyacinthe Thomas, Sylvain, and Jean Baptiste Hazeur","Jefferson, LA",LA,29,F,Charlotte,Negro,3/15/1860,1,2,3,0.006054689,Cash and Credit,0.07512528,2025,1
New Orleans,Lewis Hare Watson,"New Orleans, LA",LA,New Orleans,Tranquile Bachelier,"New Orleans, LA",LA,15,F,Ernestine,Mulatto,3/19/1860,1,0,1,0.00602698,Cash,0.07477,1250,1
Iberville,James Laurence Cole,"Iberville, LA",LA,Barren,Samuel Shelton Farris,"Barren, KY",KY,31,M,Allen,Negro,3/22/1860,2,0,2,0.00602698,Cash,0.07477,1400,2
Natchitoches,Trecini Deslouchee,"Natchitoches, LA",LA,New Orleans,Joseph Bruin,"New Orleans, LA",LA,24,M,Jerry Edmonds,Negro,3/21/1860,2,1,3,0.005849522,Cash and Credit,0.0724972,3100,1
St. Mary, Alexander Laclair Fuselier,"St. Mary, LA",LA,New Orleans,James Peter Freret,"New Orleans, LA",LA,27,M,Celestin,Mulatto,3/21/1860,2,0,2,0.00602698,Cash,0.07477,1500,2
New Orleans,Edward Hughes Villere,"New Orleans, LA",LA,New Orleans,Louise Adeline Blache,"New Orleans, LA",LA,15,F,Josephine,Mulatto,3/20/1860,1,0,1,0.00602698,Cash,0.07477,1600,1
New Orleans,Gross & Payan Unknown,"New Orleans, LA",LA,St. James ,Joseph Francois Lapice,"St. James , LA",LA,24,M,Lucien,Negro,3/22/1860,2,1,3,0.006377733,Credit,0.07927528,4300,1
New Orleans,Jules Huberwald,"New Orleans, LA",LA,New Orleans,Joseph Bruin,"New Orleans, LA",LA,40,M,Cain Batearp,Negro,3/23/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
Iberville,James Laurence Cole,"Iberville, LA",LA,New Orleans,John B. Womack,"New Orleans, LA",LA,25,M,Cato,Black,3/22/1860,3,0,3,0.00602698,Cash ,0.07477,1400,2
Iberville,James Laurence Cole,"Iberville, LA",LA,New Orleans,John B. Womack,"New Orleans, LA",LA,19,M,Cromlin,Black,3/22/1860,3,0,3,0.00602698,Cash,0.07477,3100,2
New Orleans,James Chamberlain,"New Orleans, LA",LA,Unknown,Charles Clay Nelson,"Unknown, Unknown",Unknown,20,F,Emily,Negro,3/23/1860,1,0,1,0.005790818,Cash and Credit,0.07174632,1450,1
New Orleans,Daniel Warren Brickwell,"New Orleans, LA",LA,New Orleans,Joseph Gouzon Chaumette,"New Orleans, LA",LA,14,M,Charles,Mulatto,3/24/1860,1,0,1,0.00602698,Cash ,0.07477,1000,1
Morehouse,James W. Boatner,"Morehouse, LA",LA,Merryweather ,Anderson D. Abraham,"Merryweather , GA",GA,27,M,Noah,Negro,3/24/1860,1,0,1,0.00602698,Cash,0.07477,2250,1
Avoyelles,Nimrod R. Selser,"Avoyelles, LA",LA,Merryweather,Anderson D.  Abraham,"Merryweather, GA",GA,20,F,Lydia,Negro,3/23/1860,1,0,1,0.00602698,Cash ,0.07477,1350,1
New Orleans,James  Syme,"New Orleans, LA",LA,Livingston,George W. Watterston,"Livingston, LA",LA,52,F,Fanny,Negro,3/24/1860,1,0,1,0.00602698,Cash,0.07477,362,1
New Orleans,Sarah  Cook,"New Orleans, LA",LA,New Orleans,Henry Narcisse Desportes,"New Orleans, LA",LA,40,F,Lea,Negro,3/21/1860,1,0,1,0.00602698,Cash ,0.07477,900,1
Unknown,Alfio le Blanc,"Unknown, LA",LA,New Orleans,Jonathan Means  Wilson,"New Orleans, LA",LA,16,F,Fanny Pence,Griff,3/26/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
Unknown,Alfio le Blanc,"Unknown, LA",LA,New Orleans,Jonathan Means  Wilson,"New Orleans, LA",LA,17,M,Thomas Aills,Griff,3/26/1860,1,0,1,0.00602698,Cash,0.07477,1600,1
New Orleans,Pascal Servat,"New Orleans, LA",LA,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,45,F,Eliza,Unknown,3/15/1860,1,0,1,0.00602698,Cash,0.07477,625,1
St. Mary,Desincourt Lange,"St. Mary, LA",LA,New Orleans,Joseph Bruin,"New Orleans, LA",LA,17,M,Harrison Bird,Negro,3/26/1860,4,0,4,0.00602698,Cash ,0.07477,1700,4
St. Mary,Desincourt Lange,"St. Mary, LA",LA,New Orleans,Joseph Bruin,"New Orleans, LA",LA,15,F,Mary Green,Negro,3/26/1860,4,0,4,0.00602698,Cash,0.07477,1500,4
St. Mary,Desincourt Lange,"St. Mary, LA",LA,New Orleans,Joseph Bruin,"New Orleans, LA",LA,15,F,Beekey Oden,Negro,3/26/1860,4,0,4,0.00602698,Cash,0.07477,1500,4
St. Mary,Desincourt Lange,"St. Mary, LA",LA,New Orleans,Joseph Bruin,"New Orleans, LA",LA,16,F,Martha Wilkins,Mulatto,3/26/1860,4,0,4,0.00602698,Cash,0.07477,1475,4
New Orleans,Jean  Sauvage,"New Orleans, LA",LA,New Orleans,Francois Gras,"New Orleans, LA",LA,33,F,Louise ,Mulatto,3/23/1860,3,0,3,0.00602698,Cash,0.07477,2775,1
New Orleans,James Turner,"New Orleans, LA",LA,New Orleans,H. Rodewald & Co. Unknown,"New Orleans, LA",LA,37,F,Harriet,Mulatto,3/20/1860,1,1,2,0.00602698,Cash ,0.07477,2550,1
New Orleans,Arnaud Soubie,"New Orleans, LA",LA,New Orleans,Drausin Barthelemy Macarty,"New Orleans, LA",LA,38,F,Virginie,Negro,3/28/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,Henry Hirsch,"New Orleans, LA",LA,St. Helena,James Edwin Randolph,"St. Helena, LA",LA,12,F,Mary,Negro,3/7/1860,1,0,1,0.00602698,Cash,0.07477,900,1
New Orleans,U. U. Crane & Co. Unknown,"New Orleans, LA",LA,Unknown,Sandford Davis,"Unknown, KY",KY,21,M,Sam,Negro,3/20/1860,1,0,1,0.00602698,Cash,0.07477,1700,1
New Orleans,Hugh  Cassidy,"New Orleans, LA",LA,St. Charles,Robert A. May,"St. Charles, MO",MO,38,F,Kitsy,Negro,3/23/1860,1,0,1,0.00602698,Cash,0.07477,687.5,1
New Orleans,Frances D. Hubbard,"New Orleans, LA",LA,New Orleans,Joseph  Bruin,"New Orleans, LA",LA,38,M,Sage Watson,Negro,3/26/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
Pointe Coupee,"Thomas, John B. Conway","Pointe Coupee, LA",LA,Baltimore ,Bernard Moore Campbell,"Baltimore , MD",MD,18,M,Jack Dickson,Negro,3/29/1860,2,0,2,0.00602698,Cash ,0.07477,1800,2
Pointe Coupee,"Thomas, John B. Conway","Pointe Coupee, LA",LA,Baltimore ,Bernard Moore Campbell,"Baltimore , MD",MD,23,M,Henry Stanley,Negro,3/29/1860,2,0,2,0.00602698,Cash,0.07477,1800,2
New Orleans,Louis St. Marc Darby,"New Orleans, LA",LA,New Orleans,William Benjamin Koontz,"New Orleans, LA",LA,23,F,Mary/ Sally,Griff,3/29/1860,1,2,3,0.00602698,Cash,0.07477,1700,1
Claiborne,M. Weil & Bro. Unknown,"Claiborne, LA",LA,New Orleans,Benjamin  Meyers,"New Orleans, LA",LA,43,F,Marie Louise,Griff,3/28/1860,1,0,1,0.00602698,Cash,0.07477,600,1
New Orleans,Eliza J.  Rodewald,"New Orleans, LA",LA,New Orleans,James Turner,"New Orleans, LA",LA,32,F,Hellen,Griff,3/21/1860,4,0,4,0.006202525,Credit,0.07702264,4350,1
New Orleans,John L. Sheafe,"New Orleans, LA",LA,New Orleans,Lane Mayfield & Co. Unknown,"New Orleans, LA",LA,30,F,Fanny,Unknown,3/22/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
Natchitoches,Victor Rachal,"Natchitoches, LA",LA,New Orleans,Charles Francis Hatcher,"New Orleans, LA",LA,46,M,Jack,Negro,3/21/1860,2,3,5,0.00602698,Cash,0.07477,4000,1
Caddo,Anna Cooke,"Caddo, LA",LA,Louisville,William W. Wilson,"Louisville, KY",KY,16,F,Mitty,Griff,3/21/1860,1,0,1,0.00602698,Cash,0.07477,1450,1
New Orleans,Jules Tuyes,"New Orleans, LA",LA,New Orleans,Marie Augustine Amelie Rieffet,"New Orleans, LA",LA,38,F,Lise,Negro,3/31/1860,1,1,2,0.00602698,Cash,0.07477,2450,1
New Orleans,Robert Little,"New Orleans, LA",LA,St. Helena,William  Tenbrink,"St. Helena, LA",LA,29,M,Tom,Negro,3/12/1860,1,0,1,0.00602698,Cash,0.07477,1600,1
Livingston,Henry P. Womack,"Livingston, LA",LA,New Orleans,John C. Goodrich,"New Orleans, LA",LA,25,F,Liza,Negro,3/24/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
Unknown,John Donnelly Reel,"Unknown, LA",LA,Unknown,Jay Sanford Davis,"Unknown, KY",KY,45,M,Washington,Negro,3/14/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,Eugene Lesseps,"New Orleans, LA",LA,St. Tammany ,Emile Laurant,"St. Tammany , LA",LA,40,M,Sauell,Negro,3/29/1860,1,0,1,0.00602698,Cash,0.07477,975,1
Natchitoches,Claude Magloire Pagnier,"Natchitoches, LA",LA,New Orleans,Henri Hirsch,"New Orleans, LA",LA,12,F,Mary,Negro,4/3/1860,1,0,1,0.00602698,Cash,0.07477,1150,1
New Orleans,Charles S. Luquett,"New Orleans, LA",LA,New Orleans,Marguerite Claire Brizet,"New Orleans, LA",LA,32,F,Louise,Griff,4/3/1860,1,0,1,0.00602698,Cash,0.07477,1050,1
New Orleans,Alfred A.  Pray,"New Orleans, LA",LA,New Orleans,Henrietta M. Burrows,"New Orleans, LA",LA,33,F,Sarah,Negro,4/3/1860,1,0,1,0.00602698,Cash,0.07477,900,1
Sabine,"John, Charles  Harris, Beck","Sabine, LA",LA,New Orleans,Simon Forcheimer,"New Orleans, LA",LA,20,M,George,Negro,3/21/1860,1,0,1,0.00602698,Cash,0.07477,1512,1
Lafourche,Tucker & Bros. Unknown,"Lafourche, LA",LA,Monroe ,James A. Tucker,"Monroe , TN",TN,27,M,Peter,Negro,4/3/1860,1,0,1,0.006377733,Credit,0.07927528,1600,1
New Orleans,William Jackson  Maynard,"New Orleans, LA",LA,Paris,Agnes M. de Marigny de Mandeville,"Paris, France",France,21,F,Melitte,Negro,4/2/1860,3,0,3,0.00602698,Cash,0.07477,1100,3
New Orleans,Jean Lapassade,"New Orleans, LA",LA,Unknown,Henry Camos,"Unknown, France",France,11,F,Francoise,Mulatto,4/3/1860,1,0,1,0.00602698,Cash,0.07477,600,1
New Orleans,Agnes A. Armistead,"New Orleans, LA",LA,Troup,Joseph William Burto Edwards,"Troup, GA",GA,19,M,James,Negro,4/3/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
New Orleans,Samuel  Wilson,"New Orleans, LA",LA,Livingston,Calvin Moore Hickey,"Livingston, LA",LA,30,M,Thomas Wilson,Negro,4/3/1860,1,0,1,0.00602698,Cash,0.07477,1800,1
New Orleans,Julia Meyers,"New Orleans, LA",LA,New Orleans,James Lilly,"New Orleans, LA",LA,55,M,David,Negro,1/14/1860,1,0,1,0.00602698,Cash,0.07477,200,1
New Orleans,Paul Laparle,"New Orleans, LA",LA,New Orleans,James Titus,"New Orleans, LA",LA,22,M,Jerry Wilson,Negro,4/4/1860,2,0,2,0.00583485,Cash and Credit,0.07230948,1500,2
Unknown,Sophia  Doherty Berdens,"Unknown, Unknown",Unknown,New Orleans,Emile Guerin,"New Orleans, LA",LA,16,F,Martha,Griff,4/5/1860,1,0,1,0.00602698,Cash,0.07477,950,1
Unknown,Ralph D. Hubbard,"Unknown, Unknown",Unknown,New Orleans,Joseph  Bruin,"New Orleans, LA",LA,40,M,James Butter,Negro,3/29/1860,1,0,1,0.006129422,Credit,0.07608404,1075,1
New Orleans,Aaron Harris,"New Orleans, LA",LA,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,17,F,Mango,Mulatto,4/4/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
New Orleans,Daniel  Kernaghan,"New Orleans, LA",LA,Clay ,James H. Adams,"Clay , MO",MO,17,F,Sarah,Negro,4/7/1860,1,0,1,0.00602698,Cash,0.07477,1250,1
New Orleans,Paul Abat,"New Orleans, LA",LA,Audrain,John M. H. Martin,"Audrain, MO",MO,21,F,Catherine,Mulatto,3/26/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
Unknown,Victor Pretat,"Unknown, Unknown",Unknown,New Orleans,Pierre Fardet,"New Orleans, LA",LA,46,F,Louisa,Negro,4/5/1860,1,0,1,0.00602698,Cash,0.07477,900,1
West Baton Rouge,Louis Polard,"West Baton Rouge, LA",LA,New Orleans,Anthony Wieseman,"New Orleans, LA",LA,21,M,Perry,Negro,4/7/1860,1,0,1,0.00602698,Cash,0.07477,1650,1
New Orleans,Richard Alleyn,"New Orleans, LA",LA,Newport Wakulla ,Margaret A. Robertson,"Newport Wakulla , FL",FL,15,M,Edward,Griff,4/7/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
West Baton Rouge,Louis Polard,"West Baton Rouge, LA",LA,Unknown,Style of Sinclair and Clark Unknown,"Unknown, Unknown",Unknown,18,M,Henry,Copper,4/7/1860,1,0,1,0.00602698,Cash,0.07477,1400,1
New Orleans,Mary Amelia Mahoney,"New Orleans, LA",LA,Richmond,Jeremiah  Smith,"Richmond, VA",VA,12,F,Betsy,Negro,4/7/1860,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,Marie Eugenie Laude,"New Orleans, LA",LA,New Orleans,"Charles Lemercier, Charles Marie Lemercier, and Marie Mathilde Lemercier Duquesnay","New Orleans, LA",LA,35,F,Ann Gardon,Negro,3/31/1860,1,1,2,0.00602698,Cash,0.07477,800,1
New Orleans,Scipion Natili,"New Orleans, LA",LA,Jefferson ,"Hyacinthe Thomas, Charles Omer, and Jean Baptiste Hazeur","Jefferson , LA",LA,35,M,Hilaire,Negro,3/15/1860,1,0,1,0.005966817,Cash and Credit,0.07399896,605,1
St. Augustine ,Franklin B.  Sexton,"St. Augustine , TX",TX,Baltimore ,Bernard Moore Campbell,"Baltimore , MD",MD,17,F,Rose Wilson,Negro,4/9/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
New Orleans,Thomas K. Porter,"New Orleans, LA",LA,New Orleans,Paul Lacroix,"New Orleans, LA",LA,27,M,James,Griff,4/3/1860,1,0,1,0.006054689,Cash and Credit,0.07512528,2500,1
New Orleans,Armand Mercier,"New Orleans, LA",LA,New Orleans,"Michael, Henry, Victoire, Adelaide, Michael Jr., Edmond, John Valcour, Gustave, and Leonie Aime","New Orleans, LA",LA,23,M,Smith,Mulatto,2/28/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
Unknown,Michel Matherne,"Unknown, Unknown",Unknown,Nashville,Thomas G.  Sanders,"Nashville, TN",TN,43,M,Washington,Negro,3/7/1860,1,0,1,0.00602698,Cash,0.07477,800,1
New Orleans,Edward Keenan,"New Orleans, LA",LA,New Orleans,Peyton W.  Reynolds,"New Orleans, LA",LA,30,M,Ned,Negro,4/7/1860,1,0,1,0.005849522,Cash and Credit,0.0724972,1050,1
New Orleans,Marie Amelie Kohn,"New Orleans, LA",LA,Unknown,Marie Mathilde Alpuente,"Unknown, Unknown",Unknown,30,F,Rosette,Mulatto,3/21/1860,1,0,1,0.00602698,Cash,0.07477,1800,1
New Orleans,John K.  Durno,"New Orleans, LA",LA,Montgomery,Jonathan E.  Price,"Montgomery, AL",AL,40,F,Suzan,Negro,4/5/1860,1,0,1,0.00602698,Cash,0.07477,200,1
New Orleans,Hugh Cassidy,"New Orleans, LA",LA,New Orleans,John R. Waterman,"New Orleans, LA",LA,18,M,Henry,Negro,4/11/1860,1,0,1,0.00602698,Cash,0.07477,1750,1
New Orleans,Maria Campbell,"New Orleans, LA",LA,Hancock ,Virginia Southwood,"Hancock , MS",MS,17,F,Jane,Mulatto,4/11/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
Unknown,Maria J. Berry,"Unknown, Unknown",Unknown,New Orleans,Jacob L. Levy,"New Orleans, LA",LA,30,F,Fanny,Mulatto,4/11/1860,1,0,1,0.00602698,Cash,0.07477,1300,1
New Orleans,Helen Maurice Barnett,"New Orleans, LA",LA,New Orleans,John  Welsh,"New Orleans, LA",LA,30,F,Harriet,Dark Mulatto,4/14/1860,1,0,1,0.00602698,Cash,0.07477,750,1
New Orleans,Elie Farault Lavillebeurre,"New Orleans, LA",LA,Clay ,James H. Adams,"Clay , MO",MO,16,F,Sarah,Negro,4/13/1860,1,0,1,0.00602698,Cash,0.07477,1450,1
New Orleans,Frederick William Coeler,"New Orleans, LA",LA,New Orleans,John L. Vincent,"New Orleans, LA",LA,25,M,Joseph,Negro,4/12/1860,1,0,1,0.006202525,Credit,0.07702264,1000,1
New Orleans,James Mut,"New Orleans, LA",LA,New Orleans,Josephine  Vallette,"New Orleans, LA",LA,30,F,Mary,Negro,1/14/1860,1,0,1,0.006202525,Credit,0.07702264,1225,1
New Orleans,Manuel  Elliot,"New Orleans, LA",LA,East Pascagoula,Genevieve Henriette Colsson,"East Pascagoula, MS",MS,18,M,Francois,Negro,4/16/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,Christian Theodore Buddecke,"New Orleans, LA",LA,New Orleans,Paul Kuhl Barnes,"New Orleans, LA",LA,30,M,Henry,Negro,4/11/1860,1,0,1,0.00587886,Cash and Credit,0.07287264,1780,1
New Orleans,George Josiah Lord,"New Orleans, LA",LA,New Orleans,Paul Kuhl Barnes,"New Orleans, LA",LA,13,M,Phillip,Negro,4/11/1860,1,0,1,0.00587886,Cash and Credit,0.07287264,1280,1
New Orleans,John  Burnside,"New Orleans, LA",LA,New Orleans,Bernard  Kock,"New Orleans, LA",LA,25,M,.,Negro,4/14/1860,1,0,1,0.00602698,Cash,0.07477,2000,1
Jefferson,Charles Madere,"Jefferson, LA",LA,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,17,F,Eliza Jane Jackson,Griff,3/31/1860,1,0,1,0.00602698,Cash,0.07477,1550,1
New Orleans,Felicite Klar,"New Orleans, LA",LA,Unknown,Eulalie Felicite Laure Dreux,"Unknown, Unknown",Unknown,17,F,Esther,Mulatto,4/17/1860,1,0,1,0.00602698,Cash,0.07477,1100,1
New Orleans,John C.  Goodrich,"New Orleans, LA",LA,New Orleans,Aaron  Harris,"New Orleans, LA",LA,29,F,Prescilla,Negro,4/9/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
New Orleans,Marie Suzan Tricou,"New Orleans, LA",LA,New Orleans,Elie Charles Etienne  Choisy,"New Orleans, LA",LA,21,F,Cecile,Mulatto,4/14/1860,2,0,2,0.005790818,Cash and Credit,0.07174632,890,2
New Orleans,Joseph Lanata,"New Orleans, LA",LA,New Orleans,Thomas  Neil,"New Orleans, LA",LA,49,F,Nancy,Negro,4/17/1860,1,0,1,0.00602698,Cash,0.07477,395,1
St. Landry,Louis Marks,"St. Landry, LA",LA,New Orleans,John Ruckner White,"New Orleans, LA",LA,11,F,Harriet,Negro,4/18/1860,1,0,1,0.00602698,Cash,0.07477,850,1
