OrderNumber,Sales Channel,ProcuredDate,OrderDate,ShipDate,DeliveryDate,SalesTeamID,CustomerID,StoreID,ProductID,Order_Quantity,Discount_Applied,Unit_Price,Unit_Cost,Customer_Names,City_Name,County,State,Type,Latitude,Longitude,AreaCode,Population,Household_Income,Median_Income,Land_Area,Water_Area,Time_Zone,Product_Name,Sales_Team,Region,Procured_Year,Order_Year,Order_Month,Month,Order_Month_Name,Supply Duration,Sales
SO - 0002625,In-Store,2019-02-04,2019-03-24,2019-04-09,2019-04-19,7,22,110,25,4,0.05,1072.0,503.84,Capweld ,Stamford (Town),Fairfield County,Connecticut,Town,41.07986,-73.54603,203,128874,46974,79359,97430571,37323740,America/New York,TV and video,Shawn Cook,Midwest,2019,2019,3,February,March,26,4288.0
SO - 0005978,In-Store,2019-12-01,2020-04-27,2020-05-19,2020-05-27,7,7,277,4,2,0.1,3926.2000000000003,2748.34,New Ltd,Yonkers,Westchester County,New York,City,40.93121,-73.89875,914,201116,73073,59049,46651457,5916223,America/New York,Serveware,Shawn Cook,Midwest,2019,2020,4,December,April,30,7852.400000000001
SO - 000747,In-Store,2018-04-10,2018-08-14,2018-08-24,2018-09-02,7,36,292,4,2,0.15,2425.4,2013.0819999999999,O.E. Ltd,Salem,Marion County/Polk County,Oregon,City,44.92371,-123.02319,503,164549,57729,47191,125786966,1433926,America/Los Angeles,Serveware,Shawn Cook,Midwest,2018,2018,8,April,August,19,4850.8
SO - 0003903,In-Store,2019-05-15,2019-08-21,2019-08-29,2019-08-31,7,37,321,4,6,0.1,3336.6,2469.084,AuroMedics Corp,Garland,Rockwall County/Collin County/Dallas County,Texas,City,32.90983,-96.63033,972,236897,74912,51970,147728408,324680,America/Chicago,Serveware,Shawn Cook,Midwest,2019,2019,8,May,August,10,20019.6
SO - 000681,In-Store,2018-04-10,2018-08-07,2018-08-18,2018-08-28,7,39,265,4,7,0.05,194.3,136.01,Victory Ltd,Islip,Suffolk County,New York,Town,40.71258,-73.19552,631,336113,101387,86864,268844871,153259682,America/New York,Serveware,Shawn Cook,Midwest,2018,2018,8,April,August,21,1360.1000000000001
SO - 0005732,In-Store,2019-12-01,2020-03-30,2020-04-01,2020-04-08,7,6,303,4,2,0.05,1996.6000000000001,1197.96,"PEDIFIX, Corp",Knoxville,Knox County,Tennessee,City,35.96064,-83.92074,865,185291,81073,34226,255161763,14631856,America/New York,Serveware,Shawn Cook,Midwest,2019,2020,3,December,March,9,3993.2000000000003
SO - 0005392,In-Store,2019-12-01,2020-02-18,2020-03-02,2020-03-10,7,9,217,4,6,0.15,1085.4,835.758,Ei ,Sterling Heights,Macomb County,Michigan,City,42.58031,-83.0302,586,132052,49444,60089,94553340,753481,America/Detroit,Serveware,Shawn Cook,Midwest,2019,2020,2,December,February,21,6512.400000000001
SO - 0001142,In-Store,2018-07-19,2018-09-29,2018-10-27,2018-10-28,7,17,291,4,5,0.075,3028.4,1756.472,Pure Group,Portland,Clackamas County/Multnomah County/Washington County,Oregon,City,45.53695,-122.64997,503,632309,254167,55003,345657944,30147582,America/Los Angeles,Serveware,Shawn Cook,Midwest,2018,2018,9,July,September,29,15142.0
SO - 0007338,In-Store,2020-06-18,2020-10-04,2020-10-24,2020-10-31,7,36,254,4,2,0.05,1125.6000000000001,506.5200000000001,O.E. Ltd,Paradise,Clark County,Nevada,CDP,36.09719,-115.14666,702,223182,88401,43911,121034884,0,America/Los Angeles,Serveware,Shawn Cook,Midwest,2020,2020,10,June,October,27,2251.2000000000003
SO - 0003265,In-Store,2019-02-04,2019-06-04,2019-06-06,2019-06-10,7,45,113,4,5,0.15,3973.1,1708.433,Nipro ,Washington,District of Columbia,District of Columbia,City,38.9041,-77.01723,202,672228,273390,70848,158364992,18633403,America/New York,Serveware,Shawn Cook,Midwest,2019,2019,6,February,June,6,19865.5
SO - 0002091,In-Store,2018-10-27,2019-01-15,2019-01-24,2019-01-31,7,26,124,4,7,0.1,3584.5,2365.77,Mylan Corp,Lakeland,Polk County,Florida,City,28.03947,-81.9498,863,104401,39376,39706,170700664,23355418,America/New York,Serveware,Shawn Cook,Midwest,2018,2019,1,October,January,16,25091.5
SO - 0006930,In-Store,2020-06-18,2020-08-17,2020-09-09,2020-09-18,7,35,71,4,7,0.4,2592.9,1089.018,Amylin Group,San Francisco,San Francisco County,California,City,37.775,-122.41944,415,864816,353287,81294,121455687,479136515,America/Los Angeles,Serveware,Shawn Cook,Midwest,2020,2020,8,June,August,32,18150.3
SO - 000621,In-Store,2018-04-10,2018-07-31,2018-08-28,2018-09-04,7,17,155,4,1,0.05,1072.0,707.52,Pure Group,Capital,Sangamon County,Illinois,Township,39.79106,-89.64457,217,116358,50476,49925,154319522,16272442,America/Chicago,Serveware,Shawn Cook,Midwest,2018,2018,7,April,July,35,1072.0
SO - 0004398,In-Store,2019-05-15,2019-10-24,2019-11-12,2019-11-19,7,1,116,4,1,0.075,3959.7000000000003,1940.2530000000002,Avon Corp,Clearwater,Pinellas County,Florida,City,27.97895,-82.76657,727,113003,46234,44198,67027321,36469162,America/New York,Serveware,Shawn Cook,Midwest,2019,2019,10,May,October,26,3959.7000000000003
SO - 0004403,In-Store,2019-08-23,2019-10-25,2019-11-09,2019-11-16,7,6,271,4,1,0.2,3892.7000000000003,1985.2770000000003,"PEDIFIX, Corp",Ramapo,Rockland County,New York,Town,41.14077,-74.10498,845,135257,34566,66911,158352484,1803573,America/New York,Serveware,Shawn Cook,Midwest,2019,2019,10,August,October,22,3892.7000000000003
SO - 000499,In-Store,2018-04-10,2018-07-17,2018-08-12,2018-08-21,7,28,307,4,3,0.15,201.0,80.4,Dharma Ltd,Abilene,Jones County/Taylor County,Texas,City,32.45451,-99.73815,325,121721,42348,43189,276322592,14012163,America/Chicago,Serveware,Shawn Cook,Midwest,2018,2018,7,April,July,35,603.0
SO - 0003313,In-Store,2019-02-04,2019-06-10,2019-06-26,2019-06-28,7,7,190,4,1,0.2,1051.9,462.83600000000007,New Ltd,Warren,Marion County,Indiana,Township,39.77514,-86.01718,317,103365,38889,41504,125067149,209265,America/Indiana/Indianapolis,Serveware,Shawn Cook,Midwest,2019,2019,6,February,June,18,1051.9
SO - 0003204,In-Store,2019-02-04,2019-05-29,2019-05-31,2019-06-06,7,14,246,29,3,0.1,1025.1000000000001,809.8290000000002,Linde ,Paterson,Passaic County,New Jersey,City,40.91677,-74.17181,973,147754,43037,32915,21790122,762701,America/New York,Pendants,Shawn Cook,Midwest,2019,2019,5,February,May,8,3075.3
SO - 0006937,In-Store,2020-06-18,2020-08-18,2020-09-14,2020-09-22,7,34,340,29,3,0.05,1085.4,792.3420000000001,OUR Ltd,San Antonio,Bexar County/Comal County/Medina County,Texas,City,29.4724,-98.52514,210,1469845,488645,46744,1193951388,14825948,America/Chicago,Pendants,Shawn Cook,Midwest,2020,2020,8,June,August,35,3256.2000000000003
SO - 0002622,In-Store,2018-10-27,2019-03-24,2019-04-01,2019-04-02,7,19,213,29,8,0.1,5319.8,2766.2960000000003,Qualitest ,Ann Arbor,Washtenaw County,Michigan,City,42.27087,-83.72633,734,117070,47179,55990,72727009,2254528,America/Detroit,Pendants,Shawn Cook,Midwest,2018,2019,3,October,March,9,42558.4
SO - 0004442,In-Store,2019-08-23,2019-10-30,2019-11-25,2019-11-28,7,50,249,29,5,0.05,1132.3,758.641,Sundial ,Las Cruces,DoÃƒÂ±a Ana County,New Mexico,City,32.31232,-106.77834,575,101643,38925,41330,199270395,250842,America/Denver,Pendants,Shawn Cook,Midwest,2019,2019,10,August,October,29,5661.5
SO - 0001838,In-Store,2018-10-27,2018-12-23,2019-01-17,2019-01-22,7,30,12,29,8,0.15,2566.1,1950.2359999999999,S.S.S. Group,Scottsdale,Maricopa County,Arizona,City,33.50921,-111.89903,480,236839,102424,73288,476410748,1220280,America/Phoenix,Pendants,Shawn Cook,Midwest,2018,2018,12,October,December,30,20528.8
SO - 0005725,In-Store,2019-12-01,2020-03-29,2020-04-13,2020-04-19,7,23,212,22,3,0.2,857.6,360.192,E. Ltd,Columbia,Howard County,Maryland,CDP,39.24038,-76.83942,410,102116,39893,100849,82691135,667179,America/New York,Wine Storage,Shawn Cook,Midwest,2019,2020,3,December,March,21,2572.8
SO - 0006190,In-Store,2020-03-10,2020-05-23,2020-06-01,2020-06-11,7,12,276,22,4,0.05,187.6,93.8,Medline ,The Bronx,Bronx County,New York,Borough,40.83722,-73.88611,347,1455444,523690,34299,110000000,40000000,America/New York,Wine Storage,Shawn Cook,Midwest,2020,2020,5,March,May,19,750.4
SO - 0006874,In-Store,2020-03-10,2020-08-11,2020-08-19,2020-08-25,7,12,336,22,7,0.075,2693.4,1912.314,Medline ,Plano,Collin County/Denton County,Texas,City,33.05077,-96.74794,972,283558,103937,83793,185617682,927319,America/Chicago,Wine Storage,Shawn Cook,Midwest,2020,2020,8,March,August,14,18853.8
SO - 0004315,In-Store,2019-08-23,2019-10-13,2019-11-04,2019-11-12,7,23,291,22,4,0.075,5440.400000000001,4406.724000000001,E. Ltd,Portland,Clackamas County/Multnomah County/Washington County,Oregon,City,45.53695,-122.64997,503,632309,254167,55003,345657944,30147582,America/Los Angeles,Wine Storage,Shawn Cook,Midwest,2019,2019,10,August,October,30,21761.600000000002
SO - 0002290,In-Store,2018-10-27,2019-02-08,2019-02-19,2019-02-25,7,7,225,22,5,0.05,6298.0,3337.94,New Ltd,Springfield,Christian County/Greene County,Missouri,City,37.19415,-93.2913,417,166810,71268,33557,213158276,1530246,America/Chicago,Wine Storage,Shawn Cook,Midwest,2018,2019,2,October,February,17,31490.0
SO - 0001223,In-Store,2018-07-19,2018-10-11,2018-11-05,2018-11-06,7,40,287,22,4,0.05,1092.1000000000001,524.2080000000001,Select ,Tulsa,Rogers County/Wagoner County/Osage County/Tulsa County,Oklahoma,City,36.12795,-95.90232,918,403505,164471,42284,509834953,10955689,America/Chicago,Wine Storage,Shawn Cook,Midwest,2018,2018,10,July,October,26,4368.400000000001
SO - 000666,In-Store,2018-04-10,2018-08-05,2018-08-22,2018-08-25,7,22,116,22,6,0.05,5782.1,4394.396000000001,Capweld ,Clearwater,Pinellas County,Florida,City,27.97895,-82.76657,727,113003,46234,44198,67027321,36469162,America/New York,Wine Storage,Shawn Cook,Midwest,2018,2018,8,April,August,20,34692.600000000006
SO - 0006475,In-Store,2020-03-10,2020-06-25,2020-07-18,2020-07-23,7,45,293,22,1,0.4,1259.6000000000001,617.2040000000001,Nipro ,Allentown,Lehigh County,Pennsylvania,City,40.60843,-75.49018,610,120207,41244,36930,45448161,1238395,America/New York,Wine Storage,Shawn Cook,Midwest,2020,2020,6,March,June,28,1259.6000000000001
SO - 0005469,In-Store,2019-12-01,2020-02-25,2020-03-16,2020-03-20,7,11,219,22,6,0.15,1842.5,1087.075,Apollo Ltd,Minneapolis,Hennepin County,Minnesota,City,44.97997,-93.26384,612,410939,168385,51480,139858340,9027529,America/Chicago,Wine Storage,Shawn Cook,Midwest,2019,2020,2,December,February,24,11055.0
SO - 000360,In-Store,2018-04-10,2018-06-30,2018-07-13,2018-07-18,7,46,102,22,6,0.075,1252.9,651.508,U.S. Ltd,Westminster,Jefferson County/Adams County,Colorado,City,39.88219,-105.06443,303,113130,42239,67081,82177513,6010635,America/Denver,Wine Storage,Shawn Cook,Midwest,2018,2018,6,April,June,18,7517.400000000001
SO - 0006951,In-Store,2020-06-18,2020-08-20,2020-09-03,2020-09-09,7,45,295,30,5,0.075,1782.2,712.8800000000001,Nipro ,Pittsburgh,Allegheny County,Pennsylvania,City,40.44062,-79.99589,412,304391,132468,40715,143423857,7692318,America/New York,Wall Coverings,Shawn Cook,Midwest,2020,2020,8,June,August,20,8911.0
SO - 000433,In-Store,2018-04-10,2018-07-10,2018-08-01,2018-08-02,7,20,81,30,6,0.2,1983.2,1090.7600000000002,Pacific Ltd,Sunnyvale,Santa Clara County,California,City,37.36883,-122.03635,408,151754,55094,105401,56936612,1817655,America/Los Angeles,Wall Coverings,Shawn Cook,Midwest,2018,2018,7,April,July,23,11899.2
SO - 0003509,In-Store,2019-02-04,2019-07-05,2019-08-02,2019-08-08,7,45,339,30,2,0.1,2479.0,1834.46,Nipro ,San Angelo,Tom Green County,Texas,City,31.46377,-100.43704,325,100450,36409,44802,155255892,5940332,America/Chicago,Wall Coverings,Shawn Cook,Midwest,2019,2019,7,February,July,34,4958.0
SO - 0007311,In-Store,2020-06-18,2020-10-01,2020-10-11,2020-10-18,7,4,244,30,5,0.05,214.4,180.096,ETUDE Ltd,Jersey City,Hudson County,New Jersey,City,40.72816,-74.07764,551,264290,99058,59537,38318201,16417392,America/New York,Wall Coverings,Shawn Cook,Midwest,2020,2020,10,June,October,17,1072.0
SO - 0004223,In-Store,2019-05-15,2019-10-01,2019-10-17,2019-10-26,7,45,319,30,2,0.15,1742.0,1201.98,Nipro ,Fort Worth,Parker County/Johnson County/Tarrant County/Wise County/Denton County,Texas,City,32.78152,-97.34675,682,833319,273457,53214,888054781,21556246,America/Chicago,Wall Coverings,Shawn Cook,Midwest,2019,2019,10,May,October,25,3484.0
SO - 0005614,In-Store,2019-12-01,2020-03-14,2020-04-07,2020-04-12,7,27,1,30,2,0.075,2338.3,1028.852,Wuxi Group,Birmingham,Shelby County/Jefferson County,Alabama,City,33.52744,-86.79905,205,212461,89972,31061,378353942,6591013,America/Chicago,Wall Coverings,Shawn Cook,Midwest,2019,2020,3,December,March,29,4676.6
SO - 0001822,In-Store,2018-07-19,2018-12-21,2019-01-17,2019-01-23,7,42,235,30,6,0.075,1031.8,866.7119999999999,Llorens Ltd,Raleigh,Durham County/Wake County,North Carolina,City,35.8306,-78.64177,919,451066,170366,55398,375740493,2876470,America/New York,Wall Coverings,Shawn Cook,Midwest,2018,2018,12,July,December,33,6190.799999999999
SO - 0001094,In-Store,2018-07-19,2018-09-24,2018-09-30,2018-10-09,7,31,285,30,5,0.1,1112.2,778.54,Uriel Group,Norman,Cleveland County,Oklahoma,City,35.22257,-97.43948,405,120284,44911,51491,463011592,27576719,America/Chicago,Wall Coverings,Shawn Cook,Midwest,2018,2018,9,July,September,15,5561.0
SO - 0006030,In-Store,2019-12-01,2020-05-04,2020-05-18,2020-05-26,7,48,176,30,8,0.2,3685.0,2395.25,"Fenwal, Corp",Springfield,Sangamon County,Illinois,City,39.80172,-89.64371,217,116565,50575,49868,155637192,16272442,America/Chicago,Wall Coverings,Shawn Cook,Midwest,2019,2020,5,December,May,22,29480.0
SO - 0003311,In-Store,2019-02-04,2019-06-10,2019-06-13,2019-06-16,7,3,349,30,5,0.05,1976.5,1264.96,"Elorac, Corp",Alexandria,Alexandria city,Virginia,City,38.80484,-77.04692,571,153511,66879,89134,38977688,1127171,America/New York,Wall Coverings,Shawn Cook,Midwest,2019,2019,6,February,June,6,9882.5
SO - 0007231,In-Store,2020-06-18,2020-09-21,2020-10-06,2020-10-10,7,4,155,30,1,0.05,5735.2,2580.84,ETUDE Ltd,Capital,Sangamon County,Illinois,Township,39.79106,-89.64457,217,116358,50476,49925,154319522,16272442,America/Chicago,Wall Coverings,Shawn Cook,Midwest,2020,2020,9,June,September,19,5735.2
SO - 0005083,In-Store,2019-08-23,2020-01-12,2020-01-31,2020-02-09,7,42,49,30,3,0.05,2412.0,1736.6399999999999,Llorens Ltd,Modesto,Stanislaus County,California,City,37.6391,-120.99688,209,211266,70481,48577,111285594,4760783,America/Los Angeles,Wall Coverings,Shawn Cook,Midwest,2019,2020,1,August,January,28,7236.0
SO - 0007933,In-Store,2020-09-26,2020-12-12,2021-01-02,2021-01-03,7,25,322,37,1,0.05,2405.3,1058.332,Prasco Group,Grand Prairie,Tarrant County/Ellis County/Dallas County,Texas,City,32.68695,-97.0211,972,187809,59196,56475,187154949,23055080,America/Chicago,Platters,Shawn Cook,Midwest,2020,2020,12,September,December,22,2405.3
SO - 000933,In-Store,2018-07-19,2018-09-05,2018-10-03,2018-10-10,7,11,22,37,8,0.1,2659.9,1117.158,Apollo Ltd,Chula Vista,San Diego County,California,City,32.64,-117.08417,619,265757,78066,65185,128544440,6380135,America/Los Angeles,Platters,Shawn Cook,Midwest,2018,2018,9,July,September,35,21279.2
SO - 0005549,In-Store,2019-12-01,2020-03-07,2020-03-31,2020-04-03,7,31,333,37,3,0.075,167.5,85.425,Uriel Group,Odessa,Midland County/Ector County,Texas,City,31.88378,-102.34106,432,118968,39057,59337,117009169,667150,America/Chicago,Platters,Shawn Cook,Midwest,2019,2020,3,December,March,27,502.5
SO - 0002229,In-Store,2018-10-27,2019-01-31,2019-02-24,2019-02-25,7,14,145,37,5,0.3,2653.2000000000003,2069.496,Linde ,Savannah,Chatham County,Georgia,City,32.08354,-81.09983,912,145674,52798,36466,268318796,13908113,America/New York,Platters,Shawn Cook,Midwest,2018,2019,1,October,January,25,13266.000000000002
SO - 0003157,In-Store,2019-02-04,2019-05-24,2019-06-20,2019-06-23,7,33,310,15,6,0.05,2566.1,1616.643,Trigen ,Austin,Hays County/Williamson County/Travis County,Texas,City,30.30394,-97.75436,512,931830,351195,57689,809976356,17536404,America/Chicago,Outdoor Furniture,Shawn Cook,Midwest,2019,2019,5,February,May,30,15396.599999999999
SO - 0006079,In-Store,2019-12-01,2020-05-10,2020-05-13,2020-05-22,7,22,366,15,3,0.15,6224.3,4481.496,Capweld ,Madison,Dane County,Wisconsin,City,43.07305,-89.40123,608,248951,104087,54896,199339279,44491310,America/Chicago,Outdoor Furniture,Shawn Cook,Midwest,2019,2020,5,December,May,12,18672.9
SO - 0002672,In-Store,2018-10-27,2019-03-31,2019-04-15,2019-04-17,7,17,138,15,6,0.05,2211.0,1503.48,Pure Group,West Palm Beach,Palm Beach County,Florida,City,26.71534,-80.05337,561,106779,41474,45800,142798170,6628847,America/New York,Outdoor Furniture,Shawn Cook,Midwest,2018,2019,3,October,March,17,13266.0
SO - 0006977,In-Store,2020-06-18,2020-08-23,2020-08-27,2020-09-01,7,5,123,15,1,0.4,167.5,73.7,Procter Corp,Jacksonville,Duval County,Florida,City,30.33218,-81.65565,904,868031,318575,46764,1935873371,329424471,America/New York,Outdoor Furniture,Shawn Cook,Midwest,2020,2020,8,June,August,9,167.5
SO - 0002005,In-Store,2018-07-19,2019-01-06,2019-01-26,2019-02-03,7,2,189,15,1,0.05,1922.9,846.076,WakeFern ,South Bend,St. Joseph County,Indiana,City,41.68338,-86.25001,574,101516,39448,34523,107226145,1077799,America/Indiana/Indianapolis,Outdoor Furniture,Shawn Cook,Midwest,2018,2019,1,July,January,28,1922.9
SO - 0006039,In-Store,2020-03-10,2020-05-05,2020-05-09,2020-05-11,7,25,255,19,4,0.1,3343.3,2407.176,Prasco Group,Reno,Washoe County,Nevada,City,39.52963,-119.8138,775,241445,92283,47012,277887963,7380237,America/Los Angeles,Vanities,Shawn Cook,Midwest,2020,2020,5,March,May,6,13373.2
SO - 0005585,In-Store,2019-12-01,2020-03-10,2020-03-15,2020-03-16,7,49,256,19,2,0.075,3912.8,1565.1200000000001,Bare ,Spring Valley,Clark County,Nevada,CDP,36.10803,-115.245,702,183937,70748,50192,86125947,0,America/Los Angeles,Vanities,Shawn Cook,Midwest,2019,2020,3,December,March,6,7825.6
SO - 0002248,In-Store,2018-10-27,2019-02-03,2019-02-16,2019-02-24,7,40,348,19,5,0.15,167.5,108.875,Select ,West Valley City,Salt Lake County,Utah,City,40.69161,-112.00105,385,136208,36213,52534,91854060,136726,America/Denver,Vanities,Shawn Cook,Midwest,2018,2019,2,October,February,21,837.5
SO - 0003153,In-Store,2019-02-04,2019-05-24,2019-06-06,2019-06-09,7,19,31,19,2,0.05,6170.7,5121.681,Qualitest ,Elk Grove,Sacramento County,California,City,38.4088,-121.37162,916,166913,49316,79487,109287233,120267,America/Los Angeles,Vanities,Shawn Cook,Midwest,2019,2019,5,February,May,16,12341.4
SO - 000712,In-Store,2018-04-10,2018-08-10,2018-08-23,2018-09-02,7,28,23,19,3,0.05,837.5,460.62500000000006,Dharma Ltd,Clovis,Fresno County,California,City,36.82523,-119.70292,559,104180,34512,62666,62693928,0,America/Los Angeles,Vanities,Shawn Cook,Midwest,2018,2018,8,April,August,23,2512.5
SO - 0003069,In-Store,2019-02-04,2019-05-13,2019-05-15,2019-05-18,7,48,343,40,4,0.15,1252.9,826.9140000000001,"Fenwal, Corp",Waco,McLennan County,Texas,City,31.54933,-97.14667,254,132356,46719,33147,230561142,31850141,America/Chicago,Rugs,Shawn Cook,Midwest,2019,2019,5,February,May,5,5011.6
SO - 0003046,In-Store,2019-02-04,2019-05-11,2019-05-16,2019-05-18,7,19,274,40,4,0.05,5540.900000000001,4709.765,Qualitest ,Staten Island,Richmond County,New York,Borough,40.57628,-74.14484,718,474558,156341,55039,152000000,110000000,America/New York,Rugs,Shawn Cook,Midwest,2019,2019,5,February,May,7,22163.600000000002
SO - 0007163,In-Store,2020-06-18,2020-09-15,2020-09-22,2020-10-01,7,29,314,40,1,0.2,1112.2,912.004,"Apotheca, Ltd",College Station,Brazos County,Texas,City,30.62798,-96.33441,979,107889,36175,34186,132070745,369349,America/Chicago,Rugs,Shawn Cook,Midwest,2020,2020,9,June,September,16,1112.2
SO - 0002408,In-Store,2018-10-27,2019-02-22,2019-03-17,2019-03-26,7,44,358,40,5,0.05,1340.0,991.6,Winthrop ,Everett,Snohomish County,Washington,City,47.97898,-122.20208,425,108010,42079,49578,86145342,38944936,America/Los Angeles,Rugs,Shawn Cook,Midwest,2018,2019,2,October,February,32,6700.0
SO - 0006686,In-Store,2020-03-10,2020-07-18,2020-07-21,2020-07-31,7,9,290,40,8,0.05,1822.4,1221.008,Ei ,Hillsboro,Washington County,Oregon,City,45.52289,-122.98983,503,102347,35284,67757,64707200,31207,America/Los Angeles,Rugs,Shawn Cook,Midwest,2020,2020,7,March,July,13,14579.2
SO - 0004381,In-Store,2019-08-23,2019-10-22,2019-10-30,2019-11-05,7,20,366,7,6,0.075,1118.9,928.687,Pacific Ltd,Madison,Dane County,Wisconsin,City,43.07305,-89.40123,608,248951,104087,54896,199339279,44491310,America/Chicago,Dinnerware,Shawn Cook,Midwest,2019,2019,10,August,October,14,6713.400000000001
SO - 0003360,In-Store,2019-02-04,2019-06-15,2019-07-12,2019-07-17,7,14,130,7,5,0.2,3953.0,1818.38,Linde ,Palm Bay,Brevard County,Florida,City,28.03446,-80.58866,321,107888,37821,43163,170217927,8124203,America/New York,Dinnerware,Shawn Cook,Midwest,2019,2019,6,February,June,32,19765.0
SO - 0003777,In-Store,2019-05-15,2019-08-06,2019-08-23,2019-08-28,7,5,252,7,7,0.075,6331.5,3292.38,Procter Corp,Las Vegas,Clark County,Nevada,City,36.17497,-115.13722,702,623747,215614,50202,348034258,133982,America/Los Angeles,Dinnerware,Shawn Cook,Midwest,2019,2019,8,May,August,22,44320.5
SO - 000598,In-Store,2018-04-10,2018-07-28,2018-08-10,2018-08-11,7,25,223,7,6,0.15,1809.0,1157.76,Prasco Group,Independence,Jackson County/Clay County,Missouri,City,39.08547,-94.3521,816,117255,48313,43472,201595640,1162419,America/Chicago,Dinnerware,Shawn Cook,Midwest,2018,2018,7,April,July,14,10854.0
SO - 000583,In-Store,2018-04-10,2018-07-26,2018-08-02,2018-08-03,7,46,82,7,2,0.05,1118.9,839.1750000000001,U.S. Ltd,Temecula,Riverside County,California,City,33.49364,-117.14836,951,112011,32835,79925,96518165,30591,America/Los Angeles,Dinnerware,Shawn Cook,Midwest,2018,2018,7,April,July,8,2237.8
SO - 0006775,In-Store,2020-03-10,2020-07-29,2020-08-26,2020-08-29,7,14,86,7,1,0.1,1045.2,679.3800000000001,Linde ,Victorville,San Bernardino County,California,City,34.53611,-117.29116,760,122225,31886,45894,189919736,1459026,America/Los Angeles,Dinnerware,Shawn Cook,Midwest,2020,2020,7,March,July,31,1045.2
SO - 0005822,In-Store,2019-12-01,2020-04-08,2020-05-02,2020-05-07,7,30,210,7,1,0.15,1045.2,888.42,S.S.S. Group,Worcester,Worcester County,Massachusetts,City,42.26259,-71.80229,774,184815,68576,45472,96758525,2814766,America/New York,Dinnerware,Shawn Cook,Midwest,2019,2020,4,December,April,29,1045.2
SO - 000503,In-Store,2018-04-10,2018-07-18,2018-08-06,2018-08-11,7,50,152,32,6,0.05,964.8000000000001,675.36,Sundial ,Aurora (Township),Kane County,Illinois,Township,41.76887,-88.31893,630,148308,44798,49797,89841331,1727843,America/Chicago,Vases,Shawn Cook,Midwest,2018,2018,7,April,July,24,5788.8
SO - 0006121,In-Store,2020-03-10,2020-05-16,2020-05-26,2020-05-27,7,20,21,32,7,0.05,1038.5,571.1750000000001,Pacific Ltd,Carlsbad,San Diego County,California,City,33.15809,-117.35059,760,113453,42791,90597,97713477,3595655,America/Los Angeles,Vases,Shawn Cook,Midwest,2020,2020,5,March,May,11,7269.5
SO - 0006914,In-Store,2020-03-10,2020-08-15,2020-08-27,2020-08-31,7,12,217,32,4,0.05,5540.900000000001,2437.996,Medline ,Sterling Heights,Macomb County,Michigan,City,42.58031,-83.0302,586,132052,49444,60089,94553340,753481,America/Detroit,Vases,Shawn Cook,Midwest,2020,2020,8,March,August,16,22163.600000000002
SO - 0002983,In-Store,2019-02-04,2019-05-04,2019-05-16,2019-05-26,7,50,291,32,3,0.1,227.8,164.016,Sundial ,Portland,Clackamas County/Multnomah County/Washington County,Oregon,City,45.53695,-122.64997,503,632309,254167,55003,345657944,30147582,America/Los Angeles,Vases,Shawn Cook,Midwest,2019,2019,5,February,May,22,683.4000000000001
SO - 0003513,In-Store,2019-02-04,2019-07-06,2019-07-15,2019-07-24,7,33,208,32,4,0.075,1045.2,648.024,Trigen ,Lowell,Middlesex County,Massachusetts,City,42.63342,-71.31617,351,110699,38489,48002,35187375,2442614,America/New York,Vases,Shawn Cook,Midwest,2019,2019,7,February,July,18,4180.8
SO - 0003071,In-Store,2019-02-04,2019-05-14,2019-06-02,2019-06-05,7,41,59,42,5,0.2,2271.3,1408.2060000000001,Weimei Corp,Pasadena,Los Angeles County,California,City,34.14778,-118.14452,626,142250,54536,72402,59524677,377058,America/Los Angeles,Bean Bags,Shawn Cook,Midwest,2019,2019,5,February,May,22,11356.5
SO - 0005872,In-Store,2019-12-01,2020-04-14,2020-04-21,2020-04-22,7,14,218,42,4,0.15,1018.4,549.936,Linde ,Warren,Macomb County,Michigan,City,42.49982,-83.00549,586,135358,53493,43523,89052398,191291,America/Detroit,Bean Bags,Shawn Cook,Midwest,2019,2020,4,December,April,8,4073.6
SO - 0006722,In-Store,2020-03-10,2020-07-22,2020-07-25,2020-07-29,7,45,139,42,4,0.2,3939.6,2718.3239999999996,Nipro ,Athens,Clarke County,Georgia,Unified Government,33.95219,-83.36715,706,123912,45389,39464,308738452,4741286,America/New York,Bean Bags,Shawn Cook,Midwest,2020,2020,7,March,July,7,15758.4
SO - 0005676,In-Store,2019-12-01,2020-03-23,2020-03-25,2020-03-26,7,8,192,42,8,0.2,1018.4,682.328,Medsep Group,Wayne,Allen County,Indiana,Township,41.05238,-85.16209,260,106185,41596,32194,109127525,317390,America/Indiana/Indianapolis,Bean Bags,Shawn Cook,Midwest,2019,2020,3,December,March,3,8147.2
SO - 0002142,In-Store,2018-10-27,2019-01-20,2019-02-06,2019-02-15,7,35,281,11,5,0.1,1165.8,687.8219999999999,Amylin Group,Columbus,Delaware County/Franklin County/Fairfield County,Ohio,City,39.98524,-82.98477,614,850106,334724,45659,565783587,15247719,America/New York,Ornaments,Shawn Cook,Midwest,2018,2019,1,October,January,26,5829.0
